kmer2	NZ_CP016501.2	100	31	0	0	1	31	1987510	1987480	8.25E-11	58.4
kmer4	NZ_CP016501.2	100	31	0	0	1	31	1213412	1213382	8.25E-11	58.4
kmer5	NZ_CP016501.2	100	31	0	0	1	31	1494503	1494473	8.25E-11	58.4
kmer8	NZ_CP016501.2	100	31	0	0	1	31	2068647	2068677	8.25E-11	58.4
kmer10	NZ_CP016501.2	100	31	0	0	1	31	649633	649603	8.25E-11	58.4
kmer10	NZ_CP016501.2	100	31	0	0	1	31	800963	800993	8.25E-11	58.4
kmer10	NZ_CP016501.2	100	31	0	0	1	31	1987482	1987512	8.25E-11	58.4
kmer12	NZ_CP016501.2	100	31	0	0	1	31	1063592	1063622	8.25E-11	58.4
kmer15	NZ_CP016501.2	100	31	0	0	1	31	349629	349599	8.25E-11	58.4
kmer15	NZ_CP016501.2	100	31	0	0	1	31	2004088	2004058	8.25E-11	58.4
kmer16	NZ_CP016501.2	100	31	0	0	1	31	170788	170818	8.25E-11	58.4
kmer16	NZ_CP016501.2	100	31	0	0	1	31	290042	290012	8.25E-11	58.4
kmer19	NZ_CP016501.2	100	31	0	0	1	31	34460	34490	8.25E-11	58.4
kmer19	NZ_CP016501.2	100	31	0	0	1	31	1023965	1023995	8.25E-11	58.4
kmer19	NZ_CP016501.2	100	31	0	0	1	31	1062107	1062077	8.25E-11	58.4
kmer19	NZ_CP016501.2	100	31	0	0	1	31	1494505	1494475	8.25E-11	58.4
kmer19	NZ_CP016501.2	100	31	0	0	1	31	2070161	2070191	8.25E-11	58.4
kmer20	NZ_CP016501.2	100	31	0	0	1	31	1049757	1049787	8.25E-11	58.4
kmer20	NZ_CP016501.2	100	31	0	0	1	31	1243194	1243164	8.25E-11	58.4
kmer20	NZ_CP016501.2	100	31	0	0	1	31	1306219	1306189	8.25E-11	58.4
kmer20	NZ_CP016501.2	100	31	0	0	1	31	1545121	1545151	8.25E-11	58.4
kmer21	NZ_CP016501.2	100	31	0	0	1	31	2068648	2068678	8.25E-11	58.4
kmer25	NZ_CP016501.2	100	31	0	0	1	31	1304705	1304675	8.25E-11	58.4
kmer25	NZ_CP016501.2	100	31	0	0	1	31	1546635	1546665	8.25E-11	58.4
kmer26	NZ_CP016501.2	100	31	0	0	1	31	32947	32977	8.25E-11	58.4
kmer26	NZ_CP016501.2	100	31	0	0	1	31	1022452	1022482	8.25E-11	58.4
kmer34	NZ_CP016501.2	100	31	0	0	1	31	1545147	1545117	8.25E-11	58.4
kmer35	NZ_CP016501.2	100	31	0	0	1	31	665595	665625	8.25E-11	58.4
kmer36	NZ_CP016501.2	100	31	0	0	1	31	349630	349600	8.25E-11	58.4
kmer36	NZ_CP016501.2	100	31	0	0	1	31	665626	665596	8.25E-11	58.4
kmer36	NZ_CP016501.2	100	31	0	0	1	31	2004089	2004059	8.25E-11	58.4
kmer39	NZ_CP016501.2	100	31	0	0	1	31	1306193	1306223	8.25E-11	58.4
kmer40	NZ_CP016501.2	100	31	0	0	1	31	1659381	1659351	8.25E-11	58.4
kmer40	NZ_CP016501.2	100	31	0	0	1	31	1984364	1984334	8.25E-11	58.4
kmer42	NZ_CP016501.2	100	31	0	0	1	31	1243196	1243166	8.25E-11	58.4
kmer47	NZ_CP016501.2	100	31	0	0	1	31	199476	199446	8.25E-11	58.4
kmer47	NZ_CP016501.2	100	31	0	0	1	31	649630	649600	8.25E-11	58.4
kmer47	NZ_CP016501.2	100	31	0	0	1	31	800966	800996	8.25E-11	58.4
kmer47	NZ_CP016501.2	100	31	0	0	1	31	1659376	1659346	8.25E-11	58.4
kmer47	NZ_CP016501.2	100	31	0	0	1	31	1984359	1984329	8.25E-11	58.4
kmer47	NZ_CP016501.2	100	31	0	0	1	31	1987485	1987515	8.25E-11	58.4
kmer48	NZ_CP016501.2	100	31	0	0	1	31	649634	649604	8.25E-11	58.4
kmer51	NZ_CP016501.2	100	31	0	0	1	31	847025	846995	8.25E-11	58.4
kmer54	NZ_CP016501.2	100	31	0	0	1	31	291248	291278	8.25E-11	58.4
kmer57	NZ_CP016501.2	100	31	0	0	1	31	649602	649632	8.25E-11	58.4
kmer57	NZ_CP016501.2	100	31	0	0	1	31	800994	800964	8.25E-11	58.4
kmer57	NZ_CP016501.2	100	31	0	0	1	31	1987513	1987483	8.25E-11	58.4
kmer60	NZ_CP016501.2	100	31	0	0	1	31	1545146	1545116	8.25E-11	58.4
kmer62	NZ_CP016501.2	100	31	0	0	1	31	291250	291280	8.25E-11	58.4
kmer63	NZ_CP016501.2	100	31	0	0	1	31	1306192	1306222	8.25E-11	58.4
kmer63	NZ_CP016501.2	100	31	0	0	1	31	1545148	1545118	8.25E-11	58.4
kmer64	NZ_CP016501.2	100	31	0	0	1	31	1063590	1063620	8.25E-11	58.4
kmer68	NZ_CP016501.2	100	31	0	0	1	31	846920	846950	8.25E-11	58.4
kmer69	NZ_CP016501.2	100	31	0	0	1	31	1243168	1243198	8.25E-11	58.4
kmer72	NZ_CP016501.2	100	31	0	0	1	31	350834	350864	8.25E-11	58.4
kmer72	NZ_CP016501.2	100	31	0	0	1	31	351505	351475	8.25E-11	58.4
kmer72	NZ_CP016501.2	100	31	0	0	1	31	666830	666860	8.25E-11	58.4
kmer74	NZ_CP016501.2	100	31	0	0	1	31	800992	800962	8.25E-11	58.4
kmer78	NZ_CP016501.2	100	31	0	0	1	31	2068676	2068646	8.25E-11	58.4
kmer81	NZ_CP016501.2	100	31	0	0	1	31	801799	801829	8.25E-11	58.4
kmer83	NZ_CP016501.2	100	31	0	0	1	31	1304706	1304676	8.25E-11	58.4
kmer83	NZ_CP016501.2	100	31	0	0	1	31	1546634	1546664	8.25E-11	58.4
kmer112	NZ_CP016501.2	100	31	0	0	1	31	372609	372639	8.25E-11	58.4
kmer113	NZ_CP016501.2	100	31	0	0	1	31	373574	373544	8.25E-11	58.4
kmer115	NZ_CP016501.2	100	31	0	0	1	31	279658	279628	8.25E-11	58.4
kmer115	NZ_CP016501.2	100	31	0	0	1	31	280006	279976	8.25E-11	58.4
kmer115	NZ_CP016501.2	100	31	0	0	1	31	280630	280600	8.25E-11	58.4
kmer115	NZ_CP016501.2	100	31	0	0	1	31	281254	281224	8.25E-11	58.4
kmer115	NZ_CP016501.2	100	31	0	0	1	31	281878	281848	8.25E-11	58.4
kmer115	NZ_CP016501.2	100	31	0	0	1	31	283282	283252	8.25E-11	58.4
kmer115	NZ_CP016501.2	100	31	0	0	1	31	283906	283876	8.25E-11	58.4
kmer115	NZ_CP016501.2	100	31	0	0	1	31	284470	284440	8.25E-11	58.4
kmer127	NZ_CP016501.2	100	31	0	0	1	31	930339	930369	8.25E-11	58.4
kmer131	NZ_CP016501.2	100	31	0	0	1	31	937872	937842	8.25E-11	58.4
kmer131	NZ_CP016501.2	100	31	0	0	1	31	937843	937873	8.25E-11	58.4
kmer132	NZ_CP016501.2	100	31	0	0	1	31	952841	952871	8.25E-11	58.4
kmer135	NZ_CP016501.2	100	31	0	0	1	31	958841	958811	8.25E-11	58.4
kmer137	NZ_CP016501.2	100	31	0	0	1	31	976637	976607	8.25E-11	58.4
kmer139	NZ_CP016501.2	100	31	0	0	1	31	978654	978684	8.25E-11	58.4
kmer140	NZ_CP016501.2	100	31	0	0	1	31	1008016	1008046	8.25E-11	58.4
kmer141	NZ_CP016501.2	100	31	0	0	1	31	1864167	1864197	8.25E-11	58.4
kmer142	NZ_CP016501.2	100	31	0	0	1	31	1824128	1824158	8.25E-11	58.4
kmer148	NZ_CP016501.2	100	31	0	0	1	31	136108	136138	8.25E-11	58.4
kmer148	NZ_CP016501.2	100	31	0	0	1	31	190258	190288	8.25E-11	58.4
kmer148	NZ_CP016501.2	100	31	0	0	1	31	865227	865197	8.25E-11	58.4
kmer148	NZ_CP016501.2	100	31	0	0	1	31	1034690	1034660	8.25E-11	58.4
kmer148	NZ_CP016501.2	100	31	0	0	1	31	1095695	1095665	8.25E-11	58.4
kmer148	NZ_CP016501.2	100	31	0	0	1	31	1239206	1239176	8.25E-11	58.4
kmer148	NZ_CP016501.2	100	31	0	0	1	31	1289610	1289580	8.25E-11	58.4
kmer148	NZ_CP016501.2	100	31	0	0	1	31	1712939	1712909	8.25E-11	58.4
kmer148	NZ_CP016501.2	100	31	0	0	1	31	1887597	1887627	8.25E-11	58.4
kmer148	NZ_CP016501.2	100	31	0	0	1	31	1899872	1899902	8.25E-11	58.4
kmer158	NZ_CP016501.2	100	31	0	0	1	31	1241649	1241679	8.25E-11	58.4
kmer160	NZ_CP016501.2	100	31	0	0	1	31	1136413	1136383	8.25E-11	58.4
kmer160	NZ_CP016501.2	100	31	0	0	1	31	1190832	1190802	8.25E-11	58.4
kmer161	NZ_CP016501.2	100	31	0	0	1	31	1136021	1135991	8.25E-11	58.4
kmer162	NZ_CP016501.2	100	31	0	0	1	31	1135957	1135987	8.25E-11	58.4
kmer163	NZ_CP016501.2	100	31	0	0	1	31	1135926	1135956	8.25E-11	58.4
kmer164	NZ_CP016501.2	100	31	0	0	1	31	1134976	1134946	8.25E-11	58.4
kmer164	NZ_CP016501.2	100	31	0	0	1	31	1189229	1189199	8.25E-11	58.4
kmer167	NZ_CP016501.2	100	31	0	0	1	31	1441473	1441503	8.25E-11	58.4
kmer168	NZ_CP016501.2	100	31	0	0	1	31	1447003	1447033	8.25E-11	58.4
kmer168	NZ_CP016501.2	100	31	0	0	1	31	1447036	1447006	8.25E-11	58.4
kmer170	NZ_CP016501.2	100	31	0	0	1	31	1535984	1536014	8.25E-11	58.4
kmer174	NZ_CP016501.2	100	31	0	0	1	31	279489	279519	8.25E-11	58.4
kmer174	NZ_CP016501.2	100	31	0	0	1	31	279837	279867	8.25E-11	58.4
kmer174	NZ_CP016501.2	100	31	0	0	1	31	280461	280491	8.25E-11	58.4
kmer174	NZ_CP016501.2	100	31	0	0	1	31	281085	281115	8.25E-11	58.4
kmer174	NZ_CP016501.2	100	31	0	0	1	31	281709	281739	8.25E-11	58.4
kmer174	NZ_CP016501.2	100	31	0	0	1	31	282333	282363	8.25E-11	58.4
kmer174	NZ_CP016501.2	100	31	0	0	1	31	283113	283143	8.25E-11	58.4
kmer174	NZ_CP016501.2	100	31	0	0	1	31	283737	283767	8.25E-11	58.4
kmer174	NZ_CP016501.2	100	31	0	0	1	31	284301	284331	8.25E-11	58.4
kmer174	NZ_CP016501.2	100	31	0	0	1	31	284925	284955	8.25E-11	58.4
kmer175	NZ_CP016501.2	100	31	0	0	1	31	279561	279591	8.25E-11	58.4
kmer175	NZ_CP016501.2	100	31	0	0	1	31	279909	279939	8.25E-11	58.4
kmer175	NZ_CP016501.2	100	31	0	0	1	31	281157	281187	8.25E-11	58.4
kmer175	NZ_CP016501.2	100	31	0	0	1	31	282405	282435	8.25E-11	58.4
kmer175	NZ_CP016501.2	100	31	0	0	1	31	283809	283839	8.25E-11	58.4
kmer175	NZ_CP016501.2	100	31	0	0	1	31	284373	284403	8.25E-11	58.4
kmer176	NZ_CP016501.2	100	31	0	0	1	31	279099	279129	8.25E-11	58.4
kmer176	NZ_CP016501.2	100	31	0	0	1	31	279663	279693	8.25E-11	58.4
kmer176	NZ_CP016501.2	100	31	0	0	1	31	280011	280041	8.25E-11	58.4
kmer176	NZ_CP016501.2	100	31	0	0	1	31	280635	280665	8.25E-11	58.4
kmer176	NZ_CP016501.2	100	31	0	0	1	31	281259	281289	8.25E-11	58.4
kmer176	NZ_CP016501.2	100	31	0	0	1	31	281883	281913	8.25E-11	58.4
